着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
11,1,1,サザンフィールド,牡3,56.0,岩橋勇二,1:17.8,1/2,13,144.7,39.4,大井立花伸,423(+3),202444012406,2024/01/24,1200,ダ,重
12,6,9,キルザサイレンス,牡3,56.0,安藤洋一,1:17.9,1/2,6,22.7,41.2,大井赤嶺亮,475(-2),202444012406,2024/01/24,1200,ダ,重
13,8,14,ヒデノスケ,牡3,56.0,桑村真明,1:19.2,6,8,35.4,42.1,大井高野毅,461(+5),202444012406,2024/01/24,1200,ダ,重
14,6,10,パキラ,牝3,54.0,山崎誠士,1:21.5,大,7,25.4,44.9,大井嶋田幸晴,465(+4),202444012406,2024/01/24,1200,ダ,重
1,2,2,コーゲンマース,牡4,56.0,千田洋,1:44.7,,7,21.1,41.0,大井井上弘之,439(-4),202444012407,2024/01/24,1600,ダ,重
2,5,6,フレンドキング,牡4,56.0,和田譲治,1:46.3,8,6,18.4,42.2,大井久保杉隆,461(+1),202444012407,2024/01/24,1600,ダ,重
3,8,11,ヴェラグエリエロ,牡4,56.0,藤本現暉,1:46.3,クビ,2,4.0,42.4,大井赤嶺亮,448(-2),202444012407,2024/01/24,1600,ダ,重
4,6,7,ノルトシュライフェ,牡7,56.0,吉原寛人,1:46.3,アタマ,8,25.0,42.6,大井月岡健二,549(-5),202444012407,2024/01/24,1600,ダ,重
5,5,5,コスモコンクエスト,牡7,56.0,高橋昭平,1:46.6,1.1/2,10,87.5,42.7,大井立花伸,546(+6),202444012407,2024/01/24,1600,ダ,重
6,6,8,メイショウボンゴチ,牡4,56.0,野畑凌,1:46.7,クビ,5,15.0,42.7,大井高岩孝敏,432(+4),202444012407,2024/01/24,1600,ダ,重
7,8,12,グランクール,セ6,56.0,西啓太,1:46.9,1,1,1.8,43.2,大井坂井英光,496(+13),202444012407,2024/01/24,1600,ダ,重
8,4,4,サブノユメノスケ,牡4,56.0,本田正重,1:47.3,2,9,43.4,42.6,大井阪本一栄,461(-3),202444012407,2024/01/24,1600,ダ,重
9,1,1,サーストントラスト,牡6,56.0,今野忠成,1:47.9,3,3,6.8,43.6,大井立花伸,523(+4),202444012407,2024/01/24,1600,ダ,重
10,3,3,アイトアーサー,牡4,56.0,青柳正義,1:48.3,2,11,170.1,44.6,大井田中正人,493(-3),202444012407,2024/01/24,1600,ダ,重
11,7,10,エクスプローラー,牡5,56.0,石川駿介,1:48.4,クビ,12,551.8,42.7,大井納谷和玖,458(+2),202444012407,2024/01/24,1600,ダ,重
12,7,9,サザンショア,牝4,54.0,藤田凌,1:51.0,大,4,13.9,47.1,大井赤嶺本浩,427(-1),202444012407,2024/01/24,1600,ダ,重
1,6,8,ジェットスピード,セ5,56.0,西啓太,1:28.8,,2,2.9,38.7,大井坂井英光,495(+21),202444012408,2024/01/24,1400,ダ,重
2,5,6,グランモール,牡7,56.0,御神本訓,1:30.1,6,3,6.3,40.0,大井澤佳宏,513(+13),202444012408,2024/01/24,1400,ダ,重
3,4,4,ジュウィール,牡4,56.0,保園翔也,1:30.6,2.1/2,9,91.5,39.2,大井村上頼章,435(-1),202444012408,2024/01/24,1400,ダ,重
4,3,3,リュウキマル,牡5,56.0,岩橋勇二,1:30.9,1.1/2,8,68.2,39.8,大井朝倉実,457(+1),202444012408,2024/01/24,1400,ダ,重
5,6,7,ベンハー,牡4,56.0,吉原寛人,1:31.1,1,1,2.8,41.0,大井高橋清顕,511(+6),202444012408,2024/01/24,1400,ダ,重
6,8,11,レインツリー,牝5,54.0,森泰斗,1:31.2,1/2,7,27.8,40.7,大井上杉昌宏,468(+1),202444012408,2024/01/24,1400,ダ,重
7,5,5,プリマルーチェ,セ5,56.0,安藤洋一,1:31.4,3/4,4,6.8,39.6,大井藤田輝信,454(-7),202444012408,2024/01/24,1400,ダ,重
8,2,2,ガビーズスピリット,牡6,56.0,野畑凌,1:31.5,1/2,6,15.8,40.2,大井須田和伸,528(-2),202444012408,2024/01/24,1400,ダ,重
9,8,12,ストレート,牝4,51.0,▲木澤奨,1:31.6,1/2,10,211.5,39.6,大井赤嶺本浩,424(-4),202444012408,2024/01/24,1400,ダ,重
10,1,1,タバルア,牡5,56.0,本田正重,1:31.7,1/2,5,8.0,40.8,大井荒山勝徳,480(+1),202444012408,2024/01/24,1400,ダ,重
11,7,10,シンボリタイプ,牡4,56.0,中村尚平,1:32.2,2.1/2,11,299.4,40.5,大井村上頼章,529(+10),202444012408,2024/01/24,1400,ダ,重
除外,7,9,ミツカネジュピター,牡6,56.0,矢野貴之,,,,,,大井松浦裕之,514(-2),202444012408,2024/01/24,1400,ダ,重
1,1,1,サイアンドコー,牡4,56.0,森泰斗,1:14.7,,1,1.2,38.1,大井荒山勝徳,505(+6),202444012409,2024/01/24,1200,ダ,重
2,6,9,グロリアスライン,牡4,53.0,▲谷内貫太,1:15.7,5,8,49.3,39.5,大井鷹見浩,479(+2),202444012409,2024/01/24,1200,ダ,重
3,7,11,ティーズブライト,牝4,54.0,桑村真明,1:15.8,1/2,9,98.7,39.4,大井高野毅,445(-6),202444012409,2024/01/24,1200,ダ,重
4,8,13,カフジタウルス,牡7,56.0,矢野貴之,1:15.9,クビ,2,5.2,39.9,大井松浦裕之,629(+8),202444012409,2024/01/24,1200,ダ,重
5,6,10,ピエールモンタナ,牡5,56.0,仲原大生,1:16.9,5,12,177.7,39.7,大井佐々木洋,498(-2),202444012409,2024/01/24,1200,ダ,重
6,4,5,ルックスライクユー,牡5,56.0,安藤洋一,1:17.0,1/2,4,24.7,40.0,大井米田英世,486(-6),202444012409,2024/01/24,1200,ダ,重
7,3,3,タカノドリーム,牡5,56.0,御神本訓,1:17.1,クビ,3,10.8,40.9,大井坂井英光,536(+9),202444012409,2024/01/24,1200,ダ,重
8,4,6,メイショウサミダレ,牝5,54.0,遠藤健太,1:17.1,クビ,5,31.9,40.2,大井遠藤茂,438(+12),202444012409,2024/01/24,1200,ダ,重
9,3,4,ナックレジェンド,牡6,56.0,高橋昭平,1:17.1,アタマ,7,41.8,39.3,大井立花貢,495(-3),202444012409,2024/01/24,1200,ダ,重
10,7,12,ラブリーヨシノ,牡4,55.0,☆菅原涼太,1:17.2,1/2,14,587.4,40.0,大井荒井朋弘,436(-2),202444012409,2024/01/24,1200,ダ,重
11,5,8,アークヴィルヌーブ,牝5,51.0,▲木澤奨,1:17.6,2,10,122.9,40.6,大井嶋田幸晴,422(-6),202444012409,2024/01/24,1200,ダ,重
12,5,7,ベルボールドナイン,牡4,56.0,吉原寛人,1:17.7,1/2,6,33.7,39.5,大井須田和伸,472(-6),202444012409,2024/01/24,1200,ダ,重
13,8,14,カワカミスパーク,牝7,54.0,吉井章,1:18.3,3,11,156.2,41.3,大井松浦裕之,463(-3),202444012409,2024/01/24,1200,ダ,重
14,2,2,コトル,牝5,54.0,中村尚平,1:20.4,10,13,192.1,44.4,大井久保田信,493(+2),202444012409,2024/01/24,1200,ダ,重
1,6,11,コンチバリアシオン,牡5,55.0,今野忠成,1:14.2,,7,19.6,38.4,大井栗田裕光,478(-6),202444012410,2024/01/24,1200,ダ,重
2,5,8,ナックサンライズ,牡4,55.0,本橋孝太,1:14.5,1.3/4,4,8.5,39.1,大井立花伸,481(-1),202444012410,2024/01/24,1200,ダ,重
3,8,14,ジューンステータス,牡8,57.0,達城龍次,1:14.6,1/2,9,40.3,39.2,大井鈴木啓之,501(0),202444012410,2024/01/24,1200,ダ,重
4,2,3,アイアンサイズ,牡5,57.0,笹川翼,1:15.1,2.1/2,5,11.3,39.7,大井佐宗応和,475(+2),202444012410,2024/01/24,1200,ダ,重
5,4,6,アヴェッリーノ,牡4,55.0,服部茂史,1:15.1,クビ,10,86.9,38.3,大井栗田裕光,493(+5),202444012410,2024/01/24,1200,ダ,重
6,5,9,レイテントロアー,牡7,57.0,藤田凌,1:15.4,1.1/2,2,5.8,39.2,大井中道啓二,487(-2),202444012410,2024/01/24,1200,ダ,重
7,6,10,オールスマート,牡8,57.0,的場文男,1:15.5,クビ,8,20.2,40.6,大井佐々木洋,504(-2),202444012410,2024/01/24,1200,ダ,重
8,2,2,デュアルテイルズ,牝5,55.0,御神本訓,1:15.5,アタマ,6,13.0,40.4,大井村上頼章,488(+1),202444012410,2024/01/24,1200,ダ,重
9,7,13,ドレスドトゥーキル,牡5,55.0,安藤洋一,1:15.6,3/4,3,8.2,39.6,大井米田英世,506(+1),202444012410,2024/01/24,1200,ダ,重
10,3,5,タイシロンブレード,牡5,55.0,吉井章,1:15.7,1/2,12,230.0,39.9,大井月岡健二,473(+2),202444012410,2024/01/24,1200,ダ,重
11,8,15,ネオトゥルー,牡7,55.0,岩橋勇二,1:15.8,1/2,13,269.8,39.8,大井蛯名雄太,486(-1),202444012410,2024/01/24,1200,ダ,重
12,7,12,カフェクラウン,牡8,57.0,青柳正義,1:16.5,3.1/2,15,515.6,40.3,大井田中正人,518(-5),202444012410,2024/01/24,1200,ダ,重
13,4,7,リュウノヘラクレス,牡6,55.0,藤本現暉,1:16.6,クビ,14,390.9,40.6,大井鷹見浩,485(+9),202444012410,2024/01/24,1200,ダ,重
14,3,4,パー,牝5,55.0,矢野貴之,1:16.7,クビ,11,116.1,40.9,大井市村誠,493(+9),202444012410,2024/01/24,1200,ダ,重
15,1,1,ルイス,牡4,57.0,和田譲治,1:17.1,2,1,1.9,42.2,大井月岡健二,507(+8),202444012410,2024/01/24,1200,ダ,重
1,8,15,ランリョウオー,牡6,56.0,本橋孝太,2:52.9,,3,5.4,41.5,浦和小久保智,461(+1),202444012411,2024/01/24,2600,ダ,重
2,5,8,セイカメテオポリス,牡6,57.0,吉原寛人,2:52.9,アタマ,1,2.0,41.5,大井渡辺和雄,533(+6),202444012411,2024/01/24,2600,ダ,重
3,8,14,ミヤギザオウ,牡5,56.0,桑村真明,2:53.4,2.1/2,4,12.0,41.6,大井森下淳平,515(-1),202444012411,2024/01/24,2600,ダ,重
4,7,13,カイル,牡5,57.0,御神本訓,2:53.8,2,6,16.2,41.8,浦和小久保智,486(+2),202444012411,2024/01/24,2600,ダ,重
5,7,12,ドスハーツ,牡7,54.0,矢野貴之,2:53.9,1/2,8,45.6,41.1,大井福田真広,473(-1),202444012411,2024/01/24,2600,ダ,重
6,6,10,ヴェルテックス,牡7,56.0,笹川翼,2:54.7,4,5,12.5,42.7,大井藤田輝信,531(+1),202444012411,2024/01/24,2600,ダ,重
7,6,11,アンタンスルフレ,セ6,54.0,丸野勝虎,2:54.9,1.1/4,2,4.9,42.1,浦和小澤宏次,460(-4),202444012411,2024/01/24,2600,ダ,重
8,4,6,マテリアルガール,牝4,52.0,西啓太,2:55.7,4,9,54.0,43.7,浦和小久保智,493(+15),202444012411,2024/01/24,2600,ダ,重
9,5,9,エイシンピストン,牡6,52.0,安藤洋一,2:55.9,1,11,70.2,42.3,大井藤田輝信,457(-2),202444012411,2024/01/24,2600,ダ,重
10,4,7,コスモポポラリタ,牝5,52.0,和田譲治,2:56.3,2,12,85.4,42.5,大井宗形竹見,518(+3),202444012411,2024/01/24,2600,ダ,重
11,3,5,マンガン,牡7,56.0,町田直希,2:56.3,ハナ,7,20.3,42.9,船橋石井勝男,477(-7),202444012411,2024/01/24,2600,ダ,重
12,2,3,トーセンブル,牡9,56.0,石崎駿,2:56.5,3/4,13,208.4,43.1,船橋山中尊徳,448(-7),202444012411,2024/01/24,2600,ダ,重
13,2,2,ゴースト,セ8,54.0,山崎誠士,2:56.7,1.1/4,10,59.0,44.1,大井藤田輝信,504(+3),202444012411,2024/01/24,2600,ダ,重
14,3,4,カネコメノボル,セ7,52.0,藤本現暉,2:58.0,6,15,479.1,43.9,大井澤佳宏,452(+5),202444012411,2024/01/24,2600,ダ,重
15,1,1,アルサトワ,牡7,56.0,青柳正義,3:08.0,大,14,434.2,51.1,大井橋本和馬,511(0),202444012411,2024/01/24,2600,ダ,重
1,4,7,ゴダイリキ,牡6,57.0,矢野貴之,1:43.6,,2,3.9,40.7,大井荒山勝徳,498(+2),202444012412,2024/01/24,1600,ダ,重
2,2,4,タブラオ,セ6,57.0,服部茂史,1:43.8,1,3,7.8,39.8,大井荒山勝徳,485(-5),202444012412,2024/01/24,1600,ダ,重
3,5,10,オルトスラッガー,セ6,55.0,仲原大生,1:44.0,3/4,14,213.5,39.7,大井井上弘之,499(-13),202444012412,2024/01/24,1600,ダ,重
4,8,15,イルヴェント,牡5,57.0,的場文男,1:44.0,ハナ,4,7.9,39.8,大井荒井朋弘,529(-3),202444012412,2024/01/24,1600,ダ,重
5,6,12,アエノブライアン,牡6,57.0,本田正重,1:44.0,クビ,5,18.3,40.0,大井的場直之,516(+12),202444012412,2024/01/24,1600,ダ,重
6,7,13,トップアメリカン,牡5,57.0,御神本訓,1:44.8,4,6,22.5,41.6,大井佐宗応和,513(-3),202444012412,2024/01/24,1600,ダ,重
7,5,9,ハイパータンク,牡6,57.0,安藤洋一,1:44.8,アタマ,8,38.9,42.3,大井佐野謙二,528(+2),202444012412,2024/01/24,1600,ダ,重
8,6,11,ベニッシモ,セ5,56.0,☆菅原涼太,1:45.0,3/4,10,73.6,42.5,大井堀千亜樹,469(+1),202444012412,2024/01/24,1600,ダ,重
9,1,2,リコーヴィクター,牡5,57.0,藤本現暉,1:45.1,1/2,11,101.1,40.4,大井荒山勝徳,488(0),202444012412,2024/01/24,1600,ダ,重
10,2,3,グラーツィア,牝5,55.0,本橋孝太,1:45.4,1.1/2,13,137.5,41.0,船橋米谷康秀,455(-8),202444012412,2024/01/24,1600,ダ,重
11,4,8,ケイサンフリーゼ,牝6,55.0,桑村真明,1:46.2,4,9,71.8,42.8,大井堀千亜樹,491(-6),202444012412,2024/01/24,1600,ダ,重
12,1,1,コスモレペティール,牝7,55.0,山崎誠士,1:46.4,3/4,12,108.0,41.6,大井荒井朋弘,462(+3),202444012412,2024/01/24,1600,ダ,重
13,3,5,コンセプト,牡6,54.0,▲木澤奨,1:47.0,3,15,407.8,42.2,大井村上頼章,482(+8),202444012412,2024/01/24,1600,ダ,重
14,3,6,スギノマジェスティ,牡6,57.0,笹川翼,1:47.4,2,7,29.6,42.8,大井福永敏,479(0),202444012412,2024/01/24,1600,ダ,重
15,8,16,シュアゲイト,牡7,57.0,達城龍次,1:47.6,3/4,1,1.9,44.9,大井坂井英光,504(+10),202444012412,2024/01/24,1600,ダ,重
16,7,14,スタースタイル,牝5,53.0,野畑凌,1:50.8,大,16,503.7,47.0,大井久保杉隆,489(+11),202444012412,2024/01/24,1600,ダ,重
1,2,2,サブノラッキー,牡5,56.0,野畑凌,1:45.5,,7,24.8,41.2,大井阪本一栄,475(-4),202444012501,2024/01/25,1600,ダ,重
2,3,3,ミトノベルーガー,牡7,56.0,岡村健司,1:45.6,3/4,5,17.2,41.1,大井高橋清顕,439(-17),202444012501,2024/01/25,1600,ダ,重
3,4,4,ビーザチェンジ,牡8,53.0,▲谷内貫太,1:46.2,3,3,11.1,41.7,大井吉井竜一,508(+1),202444012501,2024/01/25,1600,ダ,重
4,5,7,グリーンジェイド,牡5,56.0,遠藤健太,1:46.7,2.1/2,9,45.9,42.0,大井久保田信,466(+3),202444012501,2024/01/25,1600,ダ,重
5,1,1,ヒットザフロント,牝4,54.0,服部茂史,1:46.8,1/2,8,28.3,42.5,大井佐野謙二,465(+3),202444012501,2024/01/25,1600,ダ,重
6,5,6,リュウワンヒメ,牝5,54.0,中村尚平,1:46.8,アタマ,12,179.0,41.9,大井庄子昭彦,468(+6),202444012501,2024/01/25,1600,ダ,重
7,8,13,ウエイトジャッジ,牡6,56.0,和田譲治,1:47.1,1.3/4,6,22.7,42.4,大井米田英世,557(0),202444012501,2024/01/25,1600,ダ,重
8,6,9,レッドフローガ,牡4,56.0,吉井章,1:47.2,クビ,4,14.6,42.2,大井松浦裕之,476(+5),202444012501,2024/01/25,1600,ダ,重
9,8,12,ゴールデンナイト,牡6,56.0,笹川翼,1:48.7,7,1,1.5,44.4,大井福永敏,500(+3),202444012501,2024/01/25,1600,ダ,重
10,4,5,ミハルンルン,牝4,54.0,本村直樹,1:48.8,1/2,11,107.0,43.6,大井高岩孝敏,449(-7),202444012501,2024/01/25,1600,ダ,重
11,7,11,コンチドリーム,牝5,54.0,藤田凌,1:48.9,3/4,10,66.2,44.4,大井栗田裕光,482(-2),202444012501,2024/01/25,1600,ダ,重
12,6,8,リンダポッケ,牝5,54.0,矢野貴之,1:49.9,5,2,4.5,45.6,大井藤田輝信,455(0),202444012501,2024/01/25,1600,ダ,重
13,7,10,ストームインレース,牡4,53.0,▲田中洸多,1:51.1,6,13,585.4,46.1,大井赤嶺本浩,488(+3),202444012501,2024/01/25,1600,ダ,重
1,8,13,エプルシャージュ,牡4,56.0,矢野貴之,1:30.2,,1,1.3,39.7,大井村上頼章,634(+4),202444012502,2024/01/25,1400,ダ,重
2,5,8,ショウナンタバルア,牡4,56.0,御神本訓,1:30.3,3/4,7,37.4,39.7,大井澤佳宏,422(+13),202444012502,2024/01/25,1400,ダ,重
3,4,5,キタサンユニゾン,牡6,56.0,仲原大生,1:30.5,1.1/4,2,5.4,40.2,大井米田英世,475(-7),202444012502,2024/01/25,1400,ダ,重
4,6,9,アイスラリマー,牝5,54.0,岡村健司,1:30.9,2,9,41.6,40.1,大井高岩孝敏,434(-1),202444012502,2024/01/25,1400,ダ,重
5,1,1,キセキニャン,牝4,54.0,服部茂史,1:31.0,1/2,10,88.5,39.6,大井栗田裕光,442(+2),202444012502,2024/01/25,1400,ダ,重
6,7,12,タイムパワー,牡8,55.0,☆菅原涼太,1:31.3,1.1/2,6,35.1,40.5,大井赤嶺本浩,463(0),202444012502,2024/01/25,1400,ダ,重
7,5,7,アンタゴニスタ,牡5,53.0,▲田中洸多,1:31.4,1/2,4,22.5,41.2,大井小野寺晋,492(+6),202444012502,2024/01/25,1400,ダ,重
8,3,3,シャインヴィグラス,牝7,51.0,▲大木天翔,1:31.4,クビ,5,25.0,41.2,大井橋本和馬,475(-5),202444012502,2024/01/25,1400,ダ,重
9,6,10,ハカイシン,牡4,56.0,青柳正義,1:31.5,1/2,3,11.5,41.1,大井渡辺和雄,546(+6),202444012502,2024/01/25,1400,ダ,重
10,8,14,フルフィリング,牝4,54.0,野畑凌,1:32.2,3.1/2,13,255.2,40.5,大井高岩孝敏,444(0),202444012502,2024/01/25,1400,ダ,重
11,4,6,ルーセントスター,牡7,56.0,達城龍次,1:32.3,クビ,8,39.2,42.2,大井市村誠,481(+6),202444012502,2024/01/25,1400,ダ,重
12,7,11,トレジャーバローズ,牡6,56.0,和田譲治,1:33.3,5,11,153.2,41.2,大井鷹見浩,450(+9),202444012502,2024/01/25,1400,ダ,重
13,2,2,アースリンゴ,牝4,54.0,藤田凌,1:33.5,1.1/4,14,385.4,41.6,大井納谷和玖,428(+1),202444012502,2024/01/25,1400,ダ,重
14,3,4,ハースファイア,セ6,56.0,石崎駿,1:33.9,2,12,226.4,43.7,大井栗田泰昌,440(-2),202444012502,2024/01/25,1400,ダ,重
1,3,5,ビッグブラザー,牡6,56.0,服部茂史,1:16.0,,8,44.3,39.5,大井栗田泰昌,484(-4),202444012503,2024/01/25,1200,ダ,重
2,5,9,ゴールドブレイン,牡6,56.0,新原周馬,1:16.2,1,1,2.0,39.3,大井蛯名雄太,514(+5),202444012503,2024/01/25,1200,ダ,重
3,3,6,エムオーナイナー,牡6,56.0,吉井章,1:16.2,クビ,9,45.1,38.0,大井高岩孝敏,476(+1),202444012503,2024/01/25,1200,ダ,重
4,6,11,グラスクアドラ,牡6,56.0,野畑凌,1:16.3,1/2,10,64.1,39.0,大井上杉昌宏,458(-1),202444012503,2024/01/25,1200,ダ,重
5,1,2,キワミイモン,牡7,56.0,達城龍次,1:16.3,クビ,3,8.4,39.7,大井赤嶺亮,482(-3),202444012503,2024/01/25,1200,ダ,重
6,5,10,ユウユウスターリー,牝6,54.0,安藤洋一,1:16.5,1,4,12.8,39.8,大井月岡健二,423(+6),202444012503,2024/01/25,1200,ダ,重
7,7,13,キタサンリボン,牝5,54.0,川島正太,1:16.7,1.1/4,6,22.1,39.6,大井辻野豊,479(+12),202444012503,2024/01/25,1200,ダ,重
8,7,14,ルクスシュナイダー,牡4,56.0,矢野貴之,1:16.7,アタマ,2,3.0,38.8,大井澤佳宏,504(-8),202444012503,2024/01/25,1200,ダ,重
9,2,3,サツキジャスミン,牝7,54.0,藤田凌,1:16.8,クビ,11,65.9,38.8,大井庄子昭彦,456(+5),202444012503,2024/01/25,1200,ダ,重
10,6,12,ダイヤプリーモ,牝4,54.0,江里口裕,1:17.0,1,15,460.5,39.3,大井井上弘之,453(-7),202444012503,2024/01/25,1200,ダ,重
11,2,4,マジカルドラゴン,牝4,54.0,青柳正義,1:17.1,クビ,5,12.9,40.7,大井福永敏,459(-7),202444012503,2024/01/25,1200,ダ,重
12,4,7,アンミノレモン,牡4,56.0,本橋孝太,1:17.2,1/2,7,39.9,38.2,大井的場直之,449(-6),202444012503,2024/01/25,1200,ダ,重
13,4,8,ノンファンジブル,セ4,56.0,遠藤健太,1:17.3,1/2,12,171.7,38.2,大井佐々木洋,449(+2),202444012503,2024/01/25,1200,ダ,重
14,8,16,リーリエ,牝4,51.0,▲田中洸多,1:18.1,4,14,407.2,39.9,大井橋本和馬,465(+3),202444012503,2024/01/25,1200,ダ,重
15,1,1,シルバーステラ,牝4,54.0,東原悠善,1:18.2,クビ,13,200.3,41.9,大井佐々木忠,421(-1),202444012503,2024/01/25,1200,ダ,重
16,8,15,フロリダフォンテン,牝4,54.0,千田洋,1:18.9,3.1/2,16,494.1,40.5,大井井上弘之,397(-16),202444012503,2024/01/25,1200,ダ,重
1,3,3,テーオードリアン,牝4,54.0,藤田凌,1:44.7,,2,5.9,40.4,大井中道啓二,454(-3),202444012504,2024/01/25,1600,ダ,稍
2,1,1,ローゼンヴォルフ,牡5,56.0,森泰斗,1:44.8,3/4,1,1.5,40.3,大井佐宗応和,531(+7),202444012504,2024/01/25,1600,ダ,稍
3,3,4,ロンギングナイス,牡4,56.0,和田譲治,1:45.3,2.1/2,3,8.3,40.8,大井的場直之,488(-4),202444012504,2024/01/25,1600,ダ,稍
4,6,9,キタノキャスター,牝5,54.0,西啓太,1:45.3,アタマ,4,11.0,40.3,大井福田真広,496(+6),202444012504,2024/01/25,1600,ダ,稍
5,2,2,ダノンヴェロシティ,牡6,56.0,藤本現暉,1:45.7,2,7,31.4,40.9,大井宗形竹見,470(+1),202444012504,2024/01/25,1600,ダ,稍
6,7,12,ジェイケイウルル,牝5,54.0,本田正重,1:46.3,3,8,32.2,41.9,大井吉井竜一,532(+5),202444012504,2024/01/25,1600,ダ,稍
7,4,5,ベストリオン,牡5,56.0,栗原大河,1:46.4,クビ,12,165.2,41.2,大井橋本和馬,483(+10),202444012504,2024/01/25,1600,ダ,稍
8,7,11,マルヨソウタ,牡6,56.0,千田洋,1:46.5,1/2,11,139.8,42.0,大井村上頼章,509(-10),202444012504,2024/01/25,1600,ダ,稍
9,6,10,ミンナノブンモ,牡5,53.0,▲木澤奨,1:46.6,3/4,10,123.1,41.6,大井久保杉隆,480(-7),202444012504,2024/01/25,1600,ダ,稍
10,8,13,サブノユウゼン,牝5,54.0,吉井章,1:46.8,3/4,13,214.7,41.9,大井立花伸,436(+5),202444012504,2024/01/25,1600,ダ,稍
11,5,7,ヨシノローズ,牝5,54.0,服部茂史,1:47.3,2.1/2,5,13.0,42.9,大井渡辺和雄,469(-1),202444012504,2024/01/25,1600,ダ,稍
12,4,6,ウイントルヴェール,牡4,56.0,中村尚平,1:47.4,1/2,9,86.3,42.8,大井庄子昭彦,448(-1),202444012504,2024/01/25,1600,ダ,稍
13,8,14,パイロイモン,牝5,54.0,達城龍次,1:47.8,2,6,15.5,43.4,大井佐宗応和,457(-6),202444012504,2024/01/25,1600,ダ,稍
除外,5,8,エイジュンドリーム,牡5,56.0,江里口裕,,,,,,大井岡野尚光,500(+1),202444012504,2024/01/25,1600,ダ,稍
1,5,7,グレッチャー,牡5,56.0,森泰斗,1:29.9,,1,1.8,39.8,大井高野毅,529(+2),202444012505,2024/01/25,1400,ダ,稍
2,8,14,ホウオウセレシオン,セ7,53.0,▲谷内貫太,1:30.4,2.1/2,4,9.7,40.0,大井渡辺和雄,505(+21),202444012505,2024/01/25,1400,ダ,稍
3,4,5,ユーコバローズ,牝5,54.0,笹川翼,1:30.5,1/2,2,4.9,40.7,大井福永敏,447(-4),202444012505,2024/01/25,1400,ダ,稍
4,7,12,ボラボラフレイバー,牡4,56.0,本橋孝太,1:30.5,クビ,5,14.6,39.4,大井月岡健二,450(-8),202444012505,2024/01/25,1400,ダ,稍
5,5,8,エコロタイタン,牡5,56.0,吉井章,1:30.5,ハナ,9,48.2,40.1,大井立花伸,491(-1),202444012505,2024/01/25,1400,ダ,稍
6,4,6,フォーチュネイト,セ7,56.0,中村尚平,1:30.7,3/4,3,5.8,40.0,大井中道啓二,463(+3),202444012505,2024/01/25,1400,ダ,稍
7,2,2,スカイピース,牝4,54.0,和田譲治,1:31.2,2.1/2,7,27.6,41.4,大井須田和伸,478(+5),202444012505,2024/01/25,1400,ダ,稍
8,1,1,エスプリアンディ,牡5,56.0,御神本訓,1:31.2,クビ,6,16.1,40.8,大井澤佳宏,483(+7),202444012505,2024/01/25,1400,ダ,稍
9,6,9,トーセンアマンダ,牝6,54.0,遠藤健太,1:31.4,3/4,13,408.8,40.8,大井久保田信,481(+4),202444012505,2024/01/25,1400,ダ,稍
10,6,10,デルマガーネット,牝7,54.0,野畑凌,1:31.5,クビ,10,71.0,40.5,大井櫻木英喜,468(-4),202444012505,2024/01/25,1400,ダ,稍
11,3,3,アースダンスレン,牡5,56.0,千田洋,1:31.5,クビ,8,36.4,40.6,大井納谷和玖,591(-4),202444012505,2024/01/25,1400,ダ,稍
12,7,11,ヴァーツラフ,牡7,56.0,西啓太,1:31.8,1.1/2,11,153.1,41.7,大井澤佳宏,464(-2),202444012505,2024/01/25,1400,ダ,稍
13,3,4,サブノチャンス,牝4,54.0,栗原大河,1:32.2,2,12,260.2,40.9,大井堀千亜樹,473(-2),202444012505,2024/01/25,1400,ダ,稍
14,8,13,ラウディ,セ6,56.0,東原悠善,1:32.9,3.1/2,14,430.3,41.2,大井栗田泰昌,461(-10),202444012505,2024/01/25,1400,ダ,稍
1,4,5,ジョーフェイス,牡5,56.0,達城龍次,1:14.9,,2,3.1,38.7,大井坂井英光,510(+8),202444012506,2024/01/25,1200,ダ,稍
2,7,11,トニーヒアロ,牝6,54.0,森泰斗,1:15.2,1.1/2,5,8.4,39.2,大井堀千亜樹,533(-2),202444012506,2024/01/25,1200,ダ,稍
3,3,3,クラルージュ,牝5,54.0,笹川翼,1:15.2,アタマ,1,2.9,39.0,大井朝倉実,522(+4),202444012506,2024/01/25,1200,ダ,稍
4,4,4,フォルリチャード,牡6,56.0,吉井章,1:16.4,6,7,85.0,39.0,大井久保杉隆,535(0),202444012506,2024/01/25,1200,ダ,稍
5,8,13,ビッグロジールーフ,牝5,54.0,岡村健司,1:16.6,1,10,163.8,39.8,大井井上弘之,418(-5),202444012506,2024/01/25,1200,ダ,稍
6,5,6,エリコーハク,牝4,51.0,▲谷内貫太,1:16.8,1,6,23.9,41.0,大井嶋田幸晴,446(+8),202444012506,2024/01/25,1200,ダ,稍
7,6,9,クライトゥナイト,牝4,53.0,☆木間塚龍,1:17.3,2.1/2,8,117.5,40.3,大井渡辺和雄,482(+9),202444012506,2024/01/25,1200,ダ,稍
8,7,10,ライトマン,牡7,56.0,東原悠善,1:17.9,3,9,146.2,39.5,大井久保田信,498(-4),202444012506,2024/01/25,1200,ダ,稍
