着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,厩舎,馬体重,race_id,日付,距離,馬場種類,馬場状態
12,7,12,バブリーハート,牝3,54.0,安藤洋一,1:15.5,1.1/2,8,47.3,40.0,大井赤嶺亮,442(0),202244051002,2022/05/10,1200,ダ,稍
13,6,11,カセノウィン,牡3,56.0,本田正重,1:15.7,1.1/4,10,111.3,38.9,大井渡辺和雄,455(+1),202244051002,2022/05/10,1200,ダ,稍
14,2,2,ヴァッサーファル,牝3,51.0,▲鷹見陸,1:15.9,1,6,35.8,39.9,高野毅,434(-4),202244051002,2022/05/10,1200,ダ,稍
15,5,9,セイダンシング,牡3,53.0,▲菅原涼太,1:16.1,3/4,15,216.2,39.3,大井辻野豊,468(-2),202244051002,2022/05/10,1200,ダ,稍
1,1,1,ギレルモ,牡4,56.0,森泰斗,1:28.9,,1,2.0,39.1,大井田中正人,490(0),202244051003,2022/05/10,1400,ダ,稍
2,3,3,ポルトフレイバー,牡6,56.0,瀬川将輝,1:28.9,クビ,3,8.2,39.0,大井月岡健二,431(-1),202244051003,2022/05/10,1400,ダ,稍
3,3,4,ウインキエスト,牝5,51.0,▲菅原涼太,1:29.8,4,4,8.4,39.0,大井堀千亜樹,478(-3),202244051003,2022/05/10,1400,ダ,稍
4,7,12,フィアレススマイル,牡5,56.0,藤田凌,1:29.8,クビ,5,11.9,38.8,大井月岡健二,464(0),202244051003,2022/05/10,1400,ダ,稍
5,4,6,ハービンクレア,牝4,54.0,中村尚平,1:29.9,1/2,7,37.0,39.7,大井村上頼章,427(-2),202244051003,2022/05/10,1400,ダ,稍
6,2,2,ハシレコウマ,牡5,55.0,☆古岡勇樹,1:30.1,1.1/4,9,121.2,39.0,大井遠藤茂,490(0),202244051003,2022/05/10,1400,ダ,稍
7,5,8,ハロートゥーユー,牝4,54.0,矢野貴之,1:30.1,ハナ,2,3.2,40.0,大井朝倉実,482(-2),202244051003,2022/05/10,1400,ダ,稍
8,6,10,ドリームウィング,牝6,54.0,石川駿介,1:30.2,クビ,6,18.3,39.7,大井蛯名雄太,437(+1),202244051003,2022/05/10,1400,ダ,稍
9,8,13,レヴィ,牝5,54.0,山林堂信,1:30.6,2,11,165.5,39.9,大井佐々木忠,461(-3),202244051003,2022/05/10,1400,ダ,稍
10,4,5,トーセンケイト,牝4,54.0,藤江渉,1:30.8,1,14,270.4,39.1,大井佐々木忠,453(-5),202244051003,2022/05/10,1400,ダ,稍
11,5,7,クインズユーカリ,牝4,54.0,今野忠成,1:31.1,1.1/2,8,102.4,39.8,大井立花貢,470(-6),202244051003,2022/05/10,1400,ダ,稍
12,8,14,マルカンデイジー,牝4,54.0,東原悠善,1:31.4,1.1/2,12,225.5,39.8,大井佐々木洋,453(+2),202244051003,2022/05/10,1400,ダ,稍
13,7,11,バジガクシェリール,牝4,54.0,高野誠毅,1:31.7,1.1/2,13,254.5,40.3,大井久保田信,367(+5),202244051003,2022/05/10,1400,ダ,稍
14,6,9,カリーナブルー,牝5,54.0,遠藤健太,1:31.9,1,10,140.8,41.2,大井遠藤茂,401(-5),202244051003,2022/05/10,1400,ダ,稍
1,5,6,トウメイドライブ,牝6,54.0,本村直樹,1:14.5,,1,3.2,37.9,大井高岩孝敏,433(+3),202244051004,2022/05/10,1200,ダ,稍
2,8,13,ムースチャレンジ,牝5,54.0,瀬川将輝,1:15.3,4,6,14.6,39.1,大井宮浦正行,481(0),202244051004,2022/05/10,1200,ダ,稍
3,3,3,プラチナダンディー,牡7,56.0,達城龍次,1:15.5,3/4,5,7.9,38.6,大井村上頼章,524(+31),202244051004,2022/05/10,1200,ダ,稍
4,6,8,ブルーフェアリー,牝6,50.0,★神尾香澄,1:15.5,クビ,3,5.0,39.5,大井高岩孝敏,435(+2),202244051004,2022/05/10,1200,ダ,稍
5,2,2,オトメノコ,牝4,51.0,▲後藤蒼二,1:15.6,クビ,10,56.2,39.7,市村誠,428(0),202244051004,2022/05/10,1200,ダ,稍
6,1,1,ピーチライヒ,牝5,51.0,▲野畑凌,1:15.7,1/2,13,125.7,39.3,大井高岩孝敏,420(-6),202244051004,2022/05/10,1200,ダ,稍
7,4,5,ヤマトシルビア,牝5,51.0,▲谷内貫太,1:15.8,クビ,12,124.2,38.7,大井久保杉隆,427(+1),202244051004,2022/05/10,1200,ダ,稍
8,7,10,ラグラシオーサ,牡5,56.0,安藤洋一,1:16.1,1.1/2,4,6.5,38.6,大井藤田輝信,530(-3),202244051004,2022/05/10,1200,ダ,稍
9,7,11,オープンリーチ,牡4,56.0,町田直希,1:16.5,2,9,54.6,39.4,大井渡辺和雄,440(+5),202244051004,2022/05/10,1200,ダ,稍
10,6,9,シスターダダ,牝5,54.0,藤江渉,1:16.7,1.1/4,11,119.5,40.0,大井久保杉隆,490(+6),202244051004,2022/05/10,1200,ダ,稍
11,5,7,フラウリーノ,牝5,54.0,酒井忍,1:17.3,3,8,45.4,40.2,大井橋本和馬,476(-5),202244051004,2022/05/10,1200,ダ,稍
12,8,12,ブリングハピネス,牡6,56.0,矢野貴之,1:18.3,5,2,3.7,42.2,大井佐宗応和,491(-22),202244051004,2022/05/10,1200,ダ,稍
中止,4,4,サンクスグランパ,セ4,56.0,岡村健司,,,7,21.8,,大井大宮和也,455(-14),202244051004,2022/05/10,1200,ダ,稍
1,8,10,シンフェイス,牝5,54.0,藤田凌,1:43.9,,5,19.5,39.4,大井澤佳宏,464(+3),202244051005,2022/05/10,1600,ダ,稍
2,4,4,ヴィラバドラ,牡7,56.0,川島正太,1:44.0,クビ,1,1.5,39.6,大井月岡健二,481(-6),202244051005,2022/05/10,1600,ダ,稍
3,7,8,アレアンサンブル,牝5,54.0,増田充宏,1:44.3,1.1/2,2,4.6,39.6,大井渡辺和雄,454(-1),202244051005,2022/05/10,1600,ダ,稍
4,8,11,タニノミモザ,牝4,54.0,笹川翼,1:44.3,クビ,3,5.6,39.4,福田真広,476(+12),202244051005,2022/05/10,1600,ダ,稍
5,6,7,ブルーガーデニア,牝4,54.0,達城龍次,1:44.6,1.3/4,9,77.1,39.9,大井辻野豊,497(-3),202244051005,2022/05/10,1600,ダ,稍
6,5,5,アンテレソン,牡6,56.0,西啓太,1:44.9,1.1/2,4,14.3,40.2,大井荒井朋弘,549(0),202244051005,2022/05/10,1600,ダ,稍
7,1,1,ファイナンス,牡8,56.0,東原悠善,1:45.2,1.1/2,7,42.2,40.0,大井佐藤壽,491(+1),202244051005,2022/05/10,1600,ダ,稍
8,2,2,イチゴショート,牝4,54.0,山崎良,1:45.7,2.1/2,6,35.4,40.8,大井小野寺晋,413(+4),202244051005,2022/05/10,1600,ダ,稍
9,6,6,サドンスマイル,牡4,53.0,▲菅原涼太,1:45.9,1,8,53.8,41.5,大井三坂盛雄,482(+1),202244051005,2022/05/10,1600,ダ,稍
10,3,3,ビトエノスター,牡4,56.0,中村尚平,1:46.2,1.3/4,10,130.4,40.6,大井久保田信,429(-1),202244051005,2022/05/10,1600,ダ,稍
取消,7,9,スパイラルライズ,牡4,56.0,藤本現暉,,,,,,大井辻野豊,,202244051005,2022/05/10,1600,ダ,稍
1,2,3,エミーブリッツ,牝4,54.0,瀬川将輝,1:14.6,,5,12.4,37.9,大井月岡健二,430(+9),202244051006,2022/05/10,1200,ダ,稍
2,1,1,ズーカー,牡4,56.0,東原悠善,1:14.7,3/4,6,16.5,38.3,大井久保田信,500(+12),202244051006,2022/05/10,1200,ダ,稍
3,5,10,ラブアバンティ,牝6,54.0,安藤洋一,1:15.0,1.1/2,2,4.0,38.0,大井立花伸,478(+2),202244051006,2022/05/10,1200,ダ,稍
4,4,7,ワイルドチャイルド,牝5,54.0,吉井章,1:15.3,1.1/2,3,4.6,38.8,大井吉井竜一,479(-3),202244051006,2022/05/10,1200,ダ,稍
5,5,9,リンケージ,牝6,54.0,本田正重,1:15.3,ハナ,1,3.9,38.6,大井渡辺和雄,463(-3),202244051006,2022/05/10,1200,ダ,稍
6,6,11,サツキジャスミン,牝5,54.0,藤田凌,1:15.3,アタマ,11,60.7,38.5,大井庄子昭彦,453(+3),202244051006,2022/05/10,1200,ダ,稍
7,3,6,イルフェソレイユ,牝6,54.0,達城龍次,1:15.4,1/2,7,17.4,38.3,大井納谷和玖,427(-1),202244051006,2022/05/10,1200,ダ,稍
8,3,5,ビービーシャルト,セ6,56.0,岡村健司,1:15.4,クビ,14,153.7,37.9,大井宮浦正行,495(+10),202244051006,2022/05/10,1200,ダ,稍
9,2,4,サブノヴィグラー,牝5,54.0,張田昂,1:15.5,クビ,4,5.8,39.4,大井鷹見浩,438(+7),202244051006,2022/05/10,1200,ダ,稍
10,7,14,ベイビーシャーク,牡4,56.0,遠藤健太,1:15.6,1/2,15,225.0,39.1,大井遠藤茂,456(+11),202244051006,2022/05/10,1200,ダ,稍
11,1,2,リュウールドレ,牝4,51.0,▲菅原涼太,1:15.6,クビ,10,29.6,39.6,大井辻野豊,433(+19),202244051006,2022/05/10,1200,ダ,稍
12,8,16,ゴールデンファラオ,牡4,56.0,笹川翼,1:15.8,1,8,19.8,38.4,大井小野寺晋,426(-3),202244051006,2022/05/10,1200,ダ,稍
13,6,12,フォルトゥナータ,牝4,51.0,▲鷹見陸,1:15.9,クビ,13,135.7,38.6,大井高橋清顕,454(-2),202244051006,2022/05/10,1200,ダ,稍
14,7,13,ラッシュウィン,セ7,56.0,中村尚平,1:16.4,2.1/2,9,28.3,39.4,大井村上頼章,476(0),202244051006,2022/05/10,1200,ダ,稍
15,4,8,ロゼヴィヴァーチェ,牝4,54.0,高野誠毅,1:17.1,3.1/2,16,327.6,40.9,大井佐藤壽,434(0),202244051006,2022/05/10,1200,ダ,稍
16,8,15,エイシンシッソウ,牝4,54.0,的場文男,1:17.7,3,12,129.8,41.4,大井佐藤壽,456(-3),202244051006,2022/05/10,1200,ダ,稍
1,5,5,ラストバリオン,牡4,55.0,和田譲治,0:59.4,,1,1.6,35.8,大井福永敏,501(+2),202244051007,2022/05/10,1000,ダ,稍
2,3,3,リュウノヘラクレス,牡4,54.0,▲鷹見陸,0:59.5,3/4,2,3.2,35.6,大井鷹見浩,480(+5),202244051007,2022/05/10,1000,ダ,稍
3,4,4,カズノイケヅキ,牝6,55.0,町田直希,1:00.1,3,5,20.6,36.5,大井佐野謙二,499(+4),202244051007,2022/05/10,1000,ダ,稍
4,7,7,ディアナブレイン,牝4,53.0,笹川翼,1:00.2,3/4,3,7.5,36.5,大井的場直之,498(+4),202244051007,2022/05/10,1000,ダ,稍
5,6,6,フェールアシュバル,牝5,55.0,山崎良,1:00.4,1.1/4,6,35.3,36.4,大井橋本和馬,496(0),202244051007,2022/05/10,1000,ダ,稍
6,1,1,クラキャノン,牡5,55.0,篠谷葵,1:00.4,ハナ,4,9.7,36.0,大井朝倉実,496(+3),202244051007,2022/05/10,1000,ダ,稍
7,2,2,ロードシュタルク,牡6,55.0,矢野貴之,1:00.6,3/4,7,46.7,36.4,大井朝倉実,463(-1),202244051007,2022/05/10,1000,ダ,稍
1,7,9,リパリス,牝4,54.0,笹川翼,1:42.5,,2,4.0,39.6,大井福永敏,451(-6),202244051008,2022/05/10,1600,ダ,稍
2,3,3,シングンスパーク,牡6,56.0,安藤洋一,1:42.9,2,4,5.8,40.3,大井三坂盛雄,453(0),202244051008,2022/05/10,1600,ダ,稍
3,2,2,プーラン,牝5,54.0,山崎誠士,1:43.3,2,9,40.5,41.4,大井小野寺晋,485(+3),202244051008,2022/05/10,1600,ダ,稍
4,1,1,コハク,牡8,56.0,川島正太,1:43.9,3,6,19.3,39.6,大井辻野豊,478(+3),202244051008,2022/05/10,1600,ダ,稍
5,7,10,シントートラノスケ,セ4,56.0,張田昂,1:44.1,1,11,76.8,40.9,大井田中正人,441(0),202244051008,2022/05/10,1600,ダ,稍
6,6,7,ビーザチェンジ,牡6,56.0,岡村健司,1:44.1,ハナ,3,4.6,41.6,大井吉井竜一,509(-3),202244051008,2022/05/10,1600,ダ,稍
7,8,12,フェアメーゲン,牝4,51.0,▲鷹見陸,1:44.3,3/4,10,54.1,42.2,大井大宮和也,442(+3),202244051008,2022/05/10,1600,ダ,稍
8,6,8,ヤマショウリアン,牡4,56.0,本田正重,1:44.3,クビ,5,10.8,41.2,大井堀千亜樹,552(+3),202244051008,2022/05/10,1600,ダ,稍
9,5,6,リファーブル,牝4,51.0,▲新原周馬,1:44.4,クビ,12,123.3,41.1,大井柏木一夫,406(+3),202244051008,2022/05/10,1600,ダ,稍
10,5,5,ヤマタノオロチ,牡4,56.0,和田譲治,1:44.5,1/2,1,2.8,40.8,大井鷹見浩,513(+2),202244051008,2022/05/10,1600,ダ,稍
11,8,11,ロイヤルアフェア,セ7,56.0,達城龍次,1:44.8,1.3/4,7,31.4,42.0,大井荒井朋弘,496(+1),202244051008,2022/05/10,1600,ダ,稍
12,4,4,スケボーマン,牡4,56.0,西啓太,1:45.1,1.1/2,8,35.4,41.9,大井朝倉実,478(0),202244051008,2022/05/10,1600,ダ,稍
1,8,16,ゴールデンボイス,牡6,56.0,酒井忍,1:13.9,,4,7.1,36.6,大井村上頼章,504(0),202244051009,2022/05/10,1200,ダ,稍
2,2,3,キョウエイサニー,牝5,54.0,藤本現暉,1:13.9,クビ,3,6.8,37.9,大井阪本一栄,467(+1),202244051009,2022/05/10,1200,ダ,稍
3,2,4,エスプリアラジン,牡4,53.0,▲後藤蒼二,1:14.1,1,1,3.7,37.3,大井澤佳宏,501(+1),202244051009,2022/05/10,1200,ダ,稍
4,6,12,トチノヒーロー,牡4,56.0,西啓太,1:14.3,1,6,8.1,36.7,大井嶋田幸晴,438(-3),202244051009,2022/05/10,1200,ダ,稍
5,5,10,ビーアップ,牝4,54.0,達城龍次,1:14.4,クビ,2,4.8,38.5,大井鈴木啓之,484(+33),202244051009,2022/05/10,1200,ダ,稍
6,8,15,オーシャンスケイプ,牝6,54.0,和田譲治,1:14.4,アタマ,10,49.5,38.0,大井田中正人,436(-1),202244051009,2022/05/10,1200,ダ,稍
7,6,11,スイートナイト,牝4,54.0,千田洋,1:14.5,1/2,13,85.5,37.3,大井大宮和也,469(-2),202244051009,2022/05/10,1200,ダ,稍
8,3,6,メイム,牝4,54.0,岡村健司,1:14.7,1,8,20.8,39.0,市村誠,417(-1),202244051009,2022/05/10,1200,ダ,稍
9,3,5,セナッキー,牝4,53.0,☆池谷匠翔,1:15.1,2,16,187.3,36.3,大井渡辺和雄,452(+3),202244051009,2022/05/10,1200,ダ,稍
10,7,14,ウイングウインド,牡4,56.0,山崎良,1:15.1,アタマ,11,79.4,36.9,大井橋本和馬,471(-2),202244051009,2022/05/10,1200,ダ,稍
11,5,9,アールウィズ,牝4,51.0,▲新原周馬,1:15.6,2.1/2,12,85.0,39.8,大井松浦裕之,463(-9),202244051009,2022/05/10,1200,ダ,稍
12,4,7,レラシオネス,牡4,56.0,吉井章,1:15.7,クビ,15,151.7,38.5,大井嶋田幸晴,456(+16),202244051009,2022/05/10,1200,ダ,稍
13,7,13,ペニテンテス,牝7,51.0,▲谷内貫太,1:15.9,1.1/4,9,29.2,38.5,大井中道啓二,464(-6),202244051009,2022/05/10,1200,ダ,稍
14,1,1,ザガーロ,牝4,51.0,▲鷹見陸,1:16.0,クビ,14,110.7,38.2,大井福永敏,428(+6),202244051009,2022/05/10,1200,ダ,稍
15,1,2,コズモポリス,牝4,54.0,町田直希,1:16.5,2.1/2,7,14.2,38.7,大井鷹見浩,436(+4),202244051009,2022/05/10,1200,ダ,稍
16,4,8,リアリティワード,牡5,56.0,真島大輔,1:18.5,10,5,7.2,42.3,大井荒山勝徳,506(-1),202244051009,2022/05/10,1200,ダ,稍
1,1,1,ミネソタ,牡3,56.0,矢野貴之,1:13.3,,4,9.9,37.7,大井松浦裕之,481(+2),202244051010,2022/05/10,1200,ダ,稍
2,5,6,サンドファルコン,牡3,56.0,真島大輔,1:13.3,クビ,1,1.8,38.4,市村誠,518(-3),202244051010,2022/05/10,1200,ダ,稍
3,4,4,ルクスランページ,牡3,56.0,達城龍次,1:13.4,1/2,6,19.6,38.8,栗東村山明,464(-4),202244051010,2022/05/10,1200,ダ,稍
4,3,3,カワイイ,牝3,54.0,張田昂,1:13.7,1.3/4,3,9.8,39.1,大井田中正人,530(+8),202244051010,2022/05/10,1200,ダ,稍
5,4,5,エヴリーサンクス,牝3,54.0,本田正重,1:13.9,3/4,8,24.1,39.2,美浦小手川準,470(0),202244051010,2022/05/10,1200,ダ,稍
6,8,12,スタッカートマーチ,牡3,56.0,山崎誠士,1:14.0,1/2,11,125.3,38.1,大井荒井朋弘,482(+4),202244051010,2022/05/10,1200,ダ,稍
7,6,8,ゲキザル,牡3,56.0,岡村健司,1:14.1,1/2,2,4.3,38.7,美浦青木孝文,457(-1),202244051010,2022/05/10,1200,ダ,稍
8,6,9,ムジョウ,牡3,56.0,和田譲治,1:14.1,ハナ,9,56.8,38.8,美浦天間昭一,508(-2),202244051010,2022/05/10,1200,ダ,稍
9,8,13,ドキ,牡3,56.0,笹川翼,1:14.5,2,5,10.8,38.6,美浦小手川準,465(+5),202244051010,2022/05/10,1200,ダ,稍
10,5,7,シャイニーシグナス,セ3,56.0,江里口裕,1:15.0,2.1/2,12,280.6,38.8,高野毅,516(+3),202244051010,2022/05/10,1200,ダ,稍
11,7,10,サンライズクレイ,セ3,56.0,森泰斗,1:15.1,3/4,7,21.6,38.3,栗東濱田多實,500(-20),202244051010,2022/05/10,1200,ダ,稍
12,7,11,サカベンクイーン,牝3,51.0,▲菅原涼太,1:16.9,9,13,283.9,40.9,大井赤嶺本浩,470(+6),202244051010,2022/05/10,1200,ダ,稍
13,2,2,メタバース,牝3,54.0,藤本現暉,1:17.1,1,10,64.1,42.0,美浦大江原哲,490(-2),202244051010,2022/05/10,1200,ダ,稍
1,3,3,コパノジャッキー,牡7,57.0,今野忠成,1:40.6,,2,6.9,37.3,大井荒山勝徳,489(0),202244051011,2022/05/10,1600,ダ,稍
2,4,4,ゴライアス,牡7,55.0,森泰斗,1:40.6,クビ,1,1.7,38.0,大井渡辺和雄,503(-6),202244051011,2022/05/10,1600,ダ,稍
3,6,9,ワールドリング,牡4,58.0,張田昂,1:40.8,1,4,7.7,37.7,船橋張田京,507(-6),202244051011,2022/05/10,1600,ダ,稍
4,4,5,マムティキング,牡6,57.0,本田正重,1:40.9,3/4,5,12.1,38.0,大井荒井朋弘,468(+2),202244051011,2022/05/10,1600,ダ,稍
5,8,13,ルノワール,牡6,53.0,笹川翼,1:41.1,3/4,3,6.9,38.4,大井藤田輝信,515(-4),202244051011,2022/05/10,1600,ダ,稍
6,2,2,サヴィ,牡8,57.0,安藤洋一,1:41.2,3/4,9,62.1,38.6,大井藤田輝信,463(+4),202244051011,2022/05/10,1600,ダ,稍
7,5,6,オンザロックス,牡9,57.0,岡村健司,1:41.4,3/4,11,89.9,37.8,大井高橋清顕,500(+8),202244051011,2022/05/10,1600,ダ,稍
8,1,1,ノーブルサターン,牡8,57.0,町田直希,1:41.4,ハナ,10,71.0,37.4,大井佐野謙二,531(0),202244051011,2022/05/10,1600,ダ,稍
9,7,10,クロスケ,牡7,57.0,西啓太,1:41.5,1/2,12,162.8,38.3,大井柏木一夫,464(-3),202244051011,2022/05/10,1600,ダ,稍
10,8,12,テルペリオン,牡8,56.0,☆池谷匠翔,1:42.2,3.1/2,13,226.1,38.7,大井高橋清顕,528(-4),202244051011,2022/05/10,1600,ダ,稍
11,6,8,チェスナットコート,牡8,57.0,矢野貴之,1:42.5,1.3/4,8,30.5,39.6,浦和小久保智,475(+3),202244051011,2022/05/10,1600,ダ,稍
12,5,7,トーセンスーリヤ,牡7,59.0,御神本訓,1:42.7,1,7,22.5,39.7,大井橋本和馬,479(-7),202244051011,2022/05/10,1600,ダ,稍
13,7,11,グレイテスト,牝6,50.0,▲菅原涼太,1:43.9,6,6,19.3,41.3,大井藤田輝信,496(0),202244051011,2022/05/10,1600,ダ,稍
1,2,2,スターシューター,牡4,57.0,真島大輔,1:25.4,,1,2.6,37.5,大井阪本一栄,457(+2),202244051012,2022/05/10,1400,ダ,稍
2,1,1,レコンキスタ,牡8,55.0,町田直希,1:25.7,1.1/2,9,53.6,37.5,大井鈴木啓之,510(-3),202244051012,2022/05/10,1400,ダ,稍
3,6,6,ショコラティエール,牝5,55.0,笹川翼,1:26.1,2,2,4.1,38.2,大井荒山勝徳,484(-1),202244051012,2022/05/10,1400,ダ,稍
4,8,11,センプレフォール,牡8,57.0,岡村健司,1:26.5,2,10,54.0,36.8,大井米田英世,443(+6),202244051012,2022/05/10,1400,ダ,稍
5,3,3,デイジーカーニバル,牡7,57.0,御神本訓,1:26.5,クビ,4,8.2,38.8,浦和繁田健一,503(+1),202244051012,2022/05/10,1400,ダ,稍
6,7,9,ロードアブソルート,牡6,57.0,森泰斗,1:26.5,アタマ,3,6.2,37.4,大井坂井英光,445(-1),202244051012,2022/05/10,1400,ダ,稍
7,4,4,ミカチャン,牝5,52.0,☆仲原大生,1:26.9,2,11,138.4,37.4,大井米田英世,391(-1),202244051012,2022/05/10,1400,ダ,稍
8,8,10,ハイパータンク,牡4,57.0,篠谷葵,1:27.1,1,7,18.8,38.4,大井佐野謙二,517(+1),202244051012,2022/05/10,1400,ダ,稍
9,6,7,バリチューロ,牡4,55.0,達城龍次,1:27.1,アタマ,6,11.0,38.8,大井鈴木啓之,430(-7),202244051012,2022/05/10,1400,ダ,稍
10,5,5,オールスマート,牡6,57.0,和田譲治,1:27.4,1.3/4,5,8.2,39.6,大井佐々木洋,502(+2),202244051012,2022/05/10,1400,ダ,稍
11,7,8,ビクトリーシューズ,牡5,57.0,山崎誠士,1:27.9,2.1/2,8,27.4,39.3,川崎佐藤博紀,464(-12),202244051012,2022/05/10,1400,ダ,稍
1,8,12,ステイカレッジ,牡3,56.0,藤本現暉,1:43.5,,1,1.5,40.7,大井阪本一栄,485(+6),202244051101,2022/05/11,1600,ダ,良
2,5,6,スコッチキルト,牡3,56.0,本田正重,1:43.7,1,6,35.2,39.9,大井赤嶺亮,465(-2),202244051101,2022/05/11,1600,ダ,良
3,7,10,フローラルロマンス,牝3,54.0,笹川翼,1:44.0,1.3/4,7,43.1,40.4,大井田中正人,452(+7),202244051101,2022/05/11,1600,ダ,良
4,1,1,イケノギャルチャン,牝3,54.0,江里口裕,1:44.0,ハナ,8,79.8,39.9,大井岡野尚光,480(+6),202244051101,2022/05/11,1600,ダ,良
5,6,7,ウィシュアポナスタ,牝3,51.0,▲菅原涼太,1:44.5,2.1/2,10,115.5,41.7,大井小野寺晋,454(-2),202244051101,2022/05/11,1600,ダ,良
6,7,9,ジェイケイミリミリ,牝3,54.0,矢野貴之,1:44.6,1/2,3,6.8,41.3,大井中道啓二,455(-2),202244051101,2022/05/11,1600,ダ,良
7,6,8,フォルストライカー,牡3,56.0,藤江渉,1:44.6,アタマ,9,86.6,41.1,市村誠,434(+5),202244051101,2022/05/11,1600,ダ,良
8,3,3,ジュンカガヤキ,牡3,56.0,真島大輔,1:44.7,クビ,2,4.3,41.6,大井荒山勝徳,499(+1),202244051101,2022/05/11,1600,ダ,良
9,2,2,トーセンビースト,牡3,56.0,藤田凌,1:44.7,アタマ,5,22.7,40.4,大井橋本和馬,444(-4),202244051101,2022/05/11,1600,ダ,良
10,4,4,オラフ,牡3,56.0,石川駿介,1:45.6,4,12,218.7,41.8,大井上杉昌宏,457(-3),202244051101,2022/05/11,1600,ダ,良
11,8,11,サファイアサーラ,牝3,54.0,和田譲治,1:46.2,3,4,9.6,43.1,大井的場直之,457(0),202244051101,2022/05/11,1600,ダ,良
12,5,5,セイシークエンス,牝3,54.0,岡村健司,1:46.6,2,11,125.3,43.6,大井米田英世,462(-2),202244051101,2022/05/11,1600,ダ,良
1,5,7,ゼットソード,牡3,56.0,真島大輔,1:13.3,,1,2.3,37.2,大井的場直之,492(+2),202244051102,2022/05/11,1200,ダ,良
2,6,9,ビクトリールーラー,牡3,56.0,矢野貴之,1:13.7,2,2,2.3,38.0,大井田中正人,518(+28),202244051102,2022/05/11,1200,ダ,良
3,7,10,アークヴィルヌーブ,牝3,51.0,▲谷内貫太,1:14.1,2,4,14.1,38.3,大井嶋田幸晴,425(0),202244051102,2022/05/11,1200,ダ,良
4,1,1,タツノレジェンド,牡3,56.0,和田譲治,1:14.1,クビ,6,29.5,37.5,大井鷹見浩,462(+1),202244051102,2022/05/11,1200,ダ,良
5,4,5,コイゴコロ,牝3,54.0,江里口裕,1:14.3,3/4,11,110.6,37.4,大井鷹見浩,453(0),202244051102,2022/05/11,1200,ダ,良
6,3,3,ハニーナイト,牝3,54.0,中村尚平,1:14.3,アタマ,13,321.2,37.9,大井渡部則夫,449(+1),202244051102,2022/05/11,1200,ダ,良
7,6,8,スカーレットハニー,牝3,54.0,笹川翼,1:15.2,4,9,35.1,39.2,大井佐宗応和,500(+5),202244051102,2022/05/11,1200,ダ,良
8,8,13,イチフジプリンス,牡3,56.0,藤本現暉,1:15.2,クビ,12,204.1,38.0,大井渡部則夫,503(-2),202244051102,2022/05/11,1200,ダ,良
9,5,6,ハンティングギア,牡3,56.0,安藤洋一,1:15.4,3/4,10,103.1,38.8,大井庄子昭彦,451(+12),202244051102,2022/05/11,1200,ダ,良
10,4,4,アスランラリー,牡3,53.0,▲鷹見陸,1:15.7,1.3/4,7,29.7,37.9,大井堀江仁,446(+2),202244051102,2022/05/11,1200,ダ,良
11,8,12,カリビアンパール,牝3,54.0,森泰斗,1:16.0,1.3/4,3,9.4,39.9,大井荒井朋弘,495(+5),202244051102,2022/05/11,1200,ダ,良
12,2,2,フタバローレル,牝3,54.0,藤田凌,1:16.2,3/4,5,16.2,40.5,大井鷹見浩,479(-7),202244051102,2022/05/11,1200,ダ,良
13,7,11,ロイヤルスカッシュ,セ3,56.0,御神本訓,1:18.4,大,8,32.0,40.6,大井三坂盛雄,440(-28),202244051102,2022/05/11,1200,ダ,良
1,5,5,チャームフォラック,牝6,54.0,東原悠善,1:43.9,,4,5.2,40.4,大井栗田泰昌,468(0),202244051103,2022/05/11,1600,ダ,良
2,8,10,ノーブルフューチャ,牝6,51.0,▲鷹見陸,1:44.3,2,1,3.7,41.4,大井月岡健二,479(+8),202244051103,2022/05/11,1600,ダ,良
3,4,4,アセットエース,牡4,56.0,藤本現暉,1:44.5,3/4,2,4.0,41.3,大井蛯名雄太,410(+1),202244051103,2022/05/11,1600,ダ,良
4,7,8,コスモヴィテス,牡4,56.0,山林堂信,1:44.7,1,8,17.9,40.6,大井佐々木忠,444(-4),202244051103,2022/05/11,1600,ダ,良
5,2,2,リヴァリーシップ,牝7,54.0,保園翔也,1:44.9,3/4,3,4.4,41.2,大井佐宗応和,460(0),202244051103,2022/05/11,1600,ダ,良
6,6,7,ムサシルピナス,牡4,56.0,石崎駿,1:44.9,クビ,9,26.4,40.2,大井栗田泰昌,478(0),202244051103,2022/05/11,1600,ダ,良
7,6,6,ルナシーナ,牝5,51.0,▲野畑凌,1:45.2,1.1/2,7,16.9,43.5,大井岡野尚光,459(-1),202244051103,2022/05/11,1600,ダ,良
8,7,9,ボウイッシュ,牝5,51.0,▲新原周馬,1:45.7,2.1/2,5,12.0,42.3,大井米田英世,444(+2),202244051103,2022/05/11,1600,ダ,良
9,1,1,サブノヴォラーレ,牡4,56.0,西啓太,1:46.8,5,10,81.8,43.9,大井阪本一栄,416(0),202244051103,2022/05/11,1600,ダ,良
10,8,11,ストームフレイバー,牡8,56.0,吉井章,1:47.1,1.1/2,6,14.0,43.5,大井月岡健二,480(0),202244051103,2022/05/11,1600,ダ,良
除外,3,3,シーレカズマ,牡4,56.0,本田正重,,,,,,大井渡辺和雄,472(-2),202244051103,2022/05/11,1600,ダ,良
